FechaVenta,CodigoProducto,Producto,Cantidad,PrecioVenta,CodigoCliente,Cliente,CodigoTienda,Tienda
2024-03-07,19,Soundbar 2.1 Canales,1,536.44,21,Clark-Rodriguez,12,Outlet Sur
2024-04-24,23,Cámara Digital 20MP,3,768.66,17,Williams Ltd,19,Tienda Boston Center
2024-03-06,1,"televisor led 55""",5,2500.0,1,ACME Corp,13,ElectroShop Norte
2024-03-29,13,lavadora 10kg,1,650.0,25,Scott-Johnson,30,ElectroShop Online Plus
2024-03-28,8,"computadora portátil 15""",2,1300.0,6,Stark Industries,26,Virtual Store Pro
2024-04-27,28,Micrófono USB para Streaming,3,910.98,30,Pearson-Grant,23,Virtual Store Pro
2024-03-26,2,lavadora 8kg,1,450.0,3,Initech,16,Online Electronics
2024-04-25,27,"Monitor 24"" Full HD",1,362.63,24,Horton Inc,18,Outlet Grand Rapids
2024-04-01,18,Smartphone Plegable 512GB,2,546.34,24,Horton Inc,14,sin descripcion
2024-03-13,18,Smartphone Plegable 512GB,2,546.34,19,Clark LLC,28,Outlet Philadelphia
2024-03-10,21,"Televisor OLED 55"" Smart TV",1,619.15,23,"Perkins, Mayo and Richards",2,Tienda Central
2024-04-07,7,home theater 5.1,1,200.0,15,razon social no informada,1,ElectroShop Online
2024-04-11,16,Amplificador de Audio,2,588.22,30,Pearson-Grant,14,sin descripcion
2024-04-20,2,lavadora 8kg,3,1350.0,6,Stark Industries,19,Tienda Boston Center
2024-04-19,2,lavadora 8kg,3,1350.0,30,Pearson-Grant,13,ElectroShop Norte
2024-03-09,17,Smartphone Plegable 512GB,3,537.9,5,Weyland-Yutani,19,Tienda Boston Center
2024-03-25,29,Lavadora 15kg Carga Superior,2,2000.0,23,"Perkins, Mayo and Richards",5,Tienda Premium
2024-04-08,2,lavadora 8kg,1,450.0,28,Ortiz PLC,9,Tienda Online Plus
2024-04-30,29,Lavadora 15kg Carga Superior,1,1000.0,10,Hooli,13,ElectroShop Norte
2024-04-15,20,"Televisor LED 43"" 4K UHD",1,500.21,22,Crosby-Robinson,19,Tienda Boston Center
2024-03-29,2,lavadora 8kg,3,1350.0,9,Pied Piper,9,Tienda Online Plus
2024-04-15,30,"Monitor 24"" Full HD",2,1460.86,14,Biohazard Inc,29,Outlet Seattle
2024-04-03,17,Smartphone Plegable 512GB,2,358.6,4,Umbrella Corp,15,ElectroShop Phoenix
2024-03-03,17,Smartphone Plegable 512GB,2,358.6,30,Pearson-Grant,12,Outlet Sur
2024-04-14,9,"tablet 10""",4,1600.0,8,Dunder Mifflin,1,ElectroShop Online
2024-04-19,14,refrigerador simple puerta,1,400.0,16,Baker-Johnson,19,Tienda Boston Center
2024-03-19,28,Micrófono USB para Streaming,1,303.66,23,"Perkins, Mayo and Richards",25,Online Electronics
2024-04-22,23,Cámara Digital 20MP,3,768.66,14,Biohazard Inc,9,Tienda Online Plus
2024-03-30,4,microondas 20l,4,400.0,22,Crosby-Robinson,6,ElectroShop Oeste
2024-03-19,28,Micrófono USB para Streaming,2,607.32,22,Crosby-Robinson,26,Virtual Store Pro
2024-03-28,19,Soundbar 2.1 Canales,1,536.44,27,Phelps PLC,26,Virtual Store Pro
2024-03-12,4,microondas 20l,1,100.0,2,Globex Corporation,13,ElectroShop Norte
2024-03-11,10,smartwatch,1,150.0,19,Clark LLC,26,Virtual Store Pro
2024-04-02,3,refrigerador doble puerta,3,2250.0,4,Umbrella Corp,23,Virtual Store Pro
2024-03-31,29,Lavadora 15kg Carga Superior,1,1000.0,10,Hooli,4,ElectroShop Sur
2024-04-17,5,aspiradora sin bolsa,2,500.0,8,Dunder Mifflin,25,Online Electronics
2024-03-17,17,Smartphone Plegable 512GB,1,179.3,6,Stark Industries,19,Tienda Boston Center
2024-03-23,17,Smartphone Plegable 512GB,1,179.3,3,Initech,23,Virtual Store Pro
2024-03-31,25,Auriculares con Cancelación de Ruido,2,786.28,2,Globex Corporation,27,Outlet Miami
2024-03-11,13,lavadora 10kg,1,650.0,20,Armstrong-Rice,5,Tienda Premium
2024-03-23,19,Soundbar 2.1 Canales,5,2682.2,26,Willis Ltd,18,Outlet Grand Rapids
2024-03-13,10,smartwatch,4,600.0,20,Armstrong-Rice,27,Outlet Miami
2024-04-10,16,Amplificador de Audio,3,882.33,6,Stark Industries,4,ElectroShop Sur
2024-04-20,14,refrigerador simple puerta,1,400.0,17,Williams Ltd,12,Outlet Sur
2024-04-13,3,refrigerador doble puerta,1,750.0,20,Armstrong-Rice,4,ElectroShop Sur
2024-03-10,21,"Televisor OLED 55"" Smart TV",1,619.15,15,razon social no informada,1,ElectroShop Online
2024-04-15,3,refrigerador doble puerta,5,3750.0,24,Horton Inc,29,Outlet Seattle
2024-03-25,16,Amplificador de Audio,4,1176.44,9,Pied Piper,30,ElectroShop Online Plus
2024-04-27,4,microondas 20l,3,300.0,28,Ortiz PLC,17,Electronics Austin
2024-04-10,5,aspiradora sin bolsa,3,750.0,26,Willis Ltd,22,Electronics San Francisco
2024-04-20,13,lavadora 10kg,1,650.0,29,Jones-Carter,1,ElectroShop Online
2024-04-29,14,refrigerador simple puerta,1,400.0,6,Stark Industries,25,Online Electronics
2024-04-06,13,lavadora 10kg,2,1300.0,3,Initech,20,TechStore Columbus
2024-04-05,24,Auriculares Inalámbricos Bluetooth,2,924.98,19,Clark LLC,17,Electronics Austin
2024-03-12,21,"Televisor OLED 55"" Smart TV",3,1857.45,21,Clark-Rodriguez,2,Tienda Central
2024-03-31,4,microondas 20l,1,100.0,23,"Perkins, Mayo and Richards",9,Tienda Online Plus
2024-04-08,2,lavadora 8kg,2,900.0,9,Pied Piper,27,Outlet Miami
2024-03-14,25,Auriculares con Cancelación de Ruido,2,786.28,4,Umbrella Corp,14,sin descripcion
2024-04-29,20,"Televisor LED 43"" 4K UHD",1,500.21,25,Scott-Johnson,1,ElectroShop Online
2024-04-21,30,"Monitor 24"" Full HD",3,2191.29,18,Thompson-Payne,22,Electronics San Francisco
2024-03-22,8,"computadora portátil 15""",3,1950.0,17,Williams Ltd,5,Tienda Premium
2024-03-24,20,"Televisor LED 43"" 4K UHD",2,1000.42,19,Clark LLC,12,Outlet Sur
2024-04-09,4,microondas 20l,2,200.0,5,Weyland-Yutani,10,ElectroShop California
2024-03-24,25,Auriculares con Cancelación de Ruido,4,1572.56,15,razon social no informada,2,Tienda Central
2024-03-07,2,lavadora 8kg,1,450.0,21,Clark-Rodriguez,26,Virtual Store Pro
2024-03-08,5,aspiradora sin bolsa,2,500.0,6,Stark Industries,14,sin descripcion
2024-04-19,30,"Monitor 24"" Full HD",4,2921.72,20,Armstrong-Rice,20,TechStore Columbus
2024-03-11,30,"Monitor 24"" Full HD",1,730.43,8,Dunder Mifflin,22,Electronics San Francisco
2024-04-29,15,Secadora de Ropa 8kg,4,1506.68,8,Dunder Mifflin,13,ElectroShop Norte
2024-03-22,25,Auriculares con Cancelación de Ruido,4,1572.56,15,razon social no informada,2,Tienda Central
2024-04-07,21,"Televisor OLED 55"" Smart TV",2,1238.3,2,Globex Corporation,17,Electronics Austin
2024-04-17,7,home theater 5.1,1,200.0,8,Dunder Mifflin,16,Online Electronics
2024-03-06,24,Auriculares Inalámbricos Bluetooth,3,1387.47,7,Wayne Enterprises,12,Outlet Sur
2024-04-06,18,Smartphone Plegable 512GB,3,819.51,20,Armstrong-Rice,22,Electronics San Francisco
2024-04-19,11,phone,1,150.0,14,Biohazard Inc,16,Online Electronics
2024-03-18,11,phone,1,150.0,6,Stark Industries,1,ElectroShop Online
2024-04-27,30,"Monitor 24"" Full HD",1,730.43,19,Clark LLC,10,ElectroShop California
2024-03-19,7,home theater 5.1,1,200.0,10,Hooli,26,Virtual Store Pro
2024-03-05,8,"computadora portátil 15""",1,650.0,28,Ortiz PLC,11,Tienda Norte
2024-03-14,22,Consola de Videojuegos,2,911.02,6,Stark Industries,9,Tienda Online Plus
2024-04-27,16,Amplificador de Audio,3,882.33,18,Thompson-Payne,3,Outlet Norte
2024-04-20,3,refrigerador doble puerta,5,3750.0,8,Dunder Mifflin,21,Online Electronics
2024-03-23,5,aspiradora sin bolsa,2,500.0,1,ACME Corp,3,Outlet Norte
2024-03-06,2,lavadora 8kg,4,1800.0,18,Thompson-Payne,12,Outlet Sur
2024-04-26,30,"Monitor 24"" Full HD",2,1460.86,5,Weyland-Yutani,20,TechStore Columbus
2024-03-26,16,Amplificador de Audio,1,294.11,16,Baker-Johnson,11,Tienda Norte
2024-04-09,18,Smartphone Plegable 512GB,1,273.17,30,Pearson-Grant,28,Outlet Philadelphia
2024-03-07,1,"televisor led 55""",1,500.0,4,Umbrella Corp,20,TechStore Columbus
2024-04-08,4,microondas 20l,4,400.0,28,Ortiz PLC,7,Tienda Express
2024-03-08,1,"televisor led 55""",2,1000.0,5,Weyland-Yutani,1,ElectroShop Online
2024-04-23,30,"Monitor 24"" Full HD",5,3652.15,14,Biohazard Inc,7,Tienda Express
2024-03-04,29,Lavadora 15kg Carga Superior,2,2000.0,20,Armstrong-Rice,30,ElectroShop Online Plus
2024-04-02,29,Lavadora 15kg Carga Superior,1,1000.0,14,Biohazard Inc,16,Online Electronics
2024-04-23,18,Smartphone Plegable 512GB,3,819.51,25,Scott-Johnson,25,Online Electronics
2024-04-14,9,"tablet 10""",1,400.0,29,Jones-Carter,26,Virtual Store Pro
2024-03-09,24,Auriculares Inalámbricos Bluetooth,5,2312.45,8,Dunder Mifflin,28,Outlet Philadelphia
2024-03-17,14,refrigerador simple puerta,3,1200.0,14,Biohazard Inc,21,Online Electronics
2024-03-19,1,"televisor led 55""",1,500.0,28,Ortiz PLC,21,Online Electronics
2024-04-04,20,"Televisor LED 43"" 4K UHD",5,2501.05,6,Stark Industries,16,Online Electronics
2024-03-13,28,Micrófono USB para Streaming,2,607.32,5,Weyland-Yutani,21,Online Electronics
2024-04-19,19,Soundbar 2.1 Canales,4,2145.76,14,Biohazard Inc,26,Virtual Store Pro
2024-03-14,22,Consola de Videojuegos,2,911.02,14,Biohazard Inc,3,Outlet Norte
2024-04-28,23,Cámara Digital 20MP,2,512.44,2,Globex Corporation,29,Outlet Seattle
2024-04-03,14,refrigerador simple puerta,1,400.0,27,Phelps PLC,29,Outlet Seattle
2024-04-11,23,Cámara Digital 20MP,1,256.22,4,Umbrella Corp,20,TechStore Columbus
2024-04-28,27,"Monitor 24"" Full HD",4,1450.52,7,Wayne Enterprises,6,ElectroShop Oeste
2024-03-26,21,"Televisor OLED 55"" Smart TV",2,1238.3,17,Williams Ltd,28,Outlet Philadelphia
2024-03-30,15,Secadora de Ropa 8kg,1,376.67,7,Wayne Enterprises,4,ElectroShop Sur
2024-04-27,29,Lavadora 15kg Carga Superior,3,3000.0,3,Initech,21,Online Electronics
2024-04-09,25,Auriculares con Cancelación de Ruido,2,786.28,1,ACME Corp,3,Outlet Norte
2024-04-09,11,phone,3,450.0,17,Williams Ltd,1,ElectroShop Online
2024-04-11,3,refrigerador doble puerta,2,1500.0,16,Baker-Johnson,20,TechStore Columbus
2024-04-18,30,"Monitor 24"" Full HD",4,2921.72,30,Pearson-Grant,6,ElectroShop Oeste
2024-04-17,3,refrigerador doble puerta,3,2250.0,15,razon social no informada,2,Tienda Central
2024-03-27,22,Consola de Videojuegos,4,1822.04,22,Crosby-Robinson,14,sin descripcion
2024-03-12,21,"Televisor OLED 55"" Smart TV",2,1238.3,24,Horton Inc,18,Outlet Grand Rapids
2024-03-05,1,"televisor led 55""",1,500.0,6,Stark Industries,9,Tienda Online Plus
2024-04-04,10,smartwatch,1,150.0,14,Biohazard Inc,10,ElectroShop California
2024-04-11,19,Soundbar 2.1 Canales,1,536.44,1,ACME Corp,13,ElectroShop Norte
2024-04-23,20,"Televisor LED 43"" 4K UHD",3,1500.63,1,ACME Corp,11,Tienda Norte
2024-04-17,13,lavadora 10kg,2,1300.0,21,Clark-Rodriguez,18,Outlet Grand Rapids
2024-03-01,7,home theater 5.1,1,200.0,10,Hooli,6,ElectroShop Oeste
2024-03-15,17,Smartphone Plegable 512GB,1,179.3,6,Stark Industries,3,Outlet Norte
2024-04-07,28,Micrófono USB para Streaming,1,303.66,16,Baker-Johnson,1,ElectroShop Online
2024-03-12,24,Auriculares Inalámbricos Bluetooth,1,462.49,6,Stark Industries,23,Virtual Store Pro
2024-04-07,10,smartwatch,2,300.0,18,Thompson-Payne,6,ElectroShop Oeste
2024-04-02,27,"Monitor 24"" Full HD",1,362.63,10,Hooli,15,ElectroShop Phoenix
2024-03-01,27,"Monitor 24"" Full HD",3,1087.89,19,Clark LLC,15,ElectroShop Phoenix
2024-04-24,3,refrigerador doble puerta,3,2250.0,28,Ortiz PLC,16,Online Electronics
2024-04-26,23,Cámara Digital 20MP,5,1281.1,8,Dunder Mifflin,7,Tienda Express
2024-04-30,20,"Televisor LED 43"" 4K UHD",1,500.21,21,Clark-Rodriguez,19,Tienda Boston Center
2024-04-05,22,Consola de Videojuegos,4,1822.04,21,Clark-Rodriguez,26,Virtual Store Pro
2024-04-10,5,aspiradora sin bolsa,1,250.0,9,Pied Piper,22,Electronics San Francisco
2024-03-18,30,"Monitor 24"" Full HD",3,2191.29,4,Umbrella Corp,11,Tienda Norte
2024-03-14,3,refrigerador doble puerta,4,3000.0,2,Globex Corporation,17,Electronics Austin
2024-03-12,30,"Monitor 24"" Full HD",2,1460.86,3,Initech,7,Tienda Express
2024-03-28,9,"tablet 10""",3,1200.0,10,Hooli,6,ElectroShop Oeste
2024-04-09,20,"Televisor LED 43"" 4K UHD",1,500.21,5,Weyland-Yutani,8,ElectroShop Este
2024-03-18,22,Consola de Videojuegos,1,455.51,10,Hooli,6,ElectroShop Oeste
2024-03-04,16,Amplificador de Audio,1,294.11,2,Globex Corporation,3,Outlet Norte
2024-04-06,17,Smartphone Plegable 512GB,1,179.3,14,Biohazard Inc,3,Outlet Norte
2024-03-15,23,Cámara Digital 20MP,2,512.44,8,Dunder Mifflin,4,ElectroShop Sur
2024-03-25,15,Secadora de Ropa 8kg,3,1130.01,22,Crosby-Robinson,17,Electronics Austin
2024-04-30,11,phone,1,150.0,15,razon social no informada,30,ElectroShop Online Plus
2024-03-01,15,Secadora de Ropa 8kg,2,753.34,16,Baker-Johnson,12,Outlet Sur
2024-04-17,7,home theater 5.1,2,400.0,29,Jones-Carter,20,TechStore Columbus
2024-03-15,26,Smartphone 128GB 5G,1,567.96,30,Pearson-Grant,15,ElectroShop Phoenix
2024-03-04,4,microondas 20l,1,100.0,20,Armstrong-Rice,17,Electronics Austin
2024-03-25,27,"Monitor 24"" Full HD",3,1087.89,21,Clark-Rodriguez,30,ElectroShop Online Plus
2024-04-08,24,Auriculares Inalámbricos Bluetooth,3,1387.47,24,Horton Inc,27,Outlet Miami
2024-04-22,11,phone,2,300.0,28,Ortiz PLC,15,ElectroShop Phoenix
2024-04-19,11,phone,1,150.0,8,Dunder Mifflin,15,ElectroShop Phoenix
2024-04-08,20,"Televisor LED 43"" 4K UHD",2,1000.42,3,Initech,25,Online Electronics
2024-03-09,24,Auriculares Inalámbricos Bluetooth,2,924.98,26,Willis Ltd,12,Outlet Sur
2024-04-23,16,Amplificador de Audio,1,294.11,21,Clark-Rodriguez,17,Electronics Austin
2024-04-11,6,licuadora 600w,1,70.0,7,Wayne Enterprises,5,Tienda Premium
2024-04-20,22,Consola de Videojuegos,2,911.02,4,Umbrella Corp,18,Outlet Grand Rapids
2024-03-29,28,Micrófono USB para Streaming,1,303.66,1,ACME Corp,28,Outlet Philadelphia
2024-04-06,8,"computadora portátil 15""",1,650.0,6,Stark Industries,9,Tienda Online Plus
2024-04-11,4,microondas 20l,2,200.0,10,Hooli,23,Virtual Store Pro
2024-03-15,23,Cámara Digital 20MP,1,256.22,2,Globex Corporation,29,Outlet Seattle
2024-04-08,27,"Monitor 24"" Full HD",2,725.26,1,ACME Corp,2,Tienda Central
2024-04-05,27,"Monitor 24"" Full HD",3,1087.89,25,Scott-Johnson,11,Tienda Norte
2024-04-03,4,microondas 20l,1,100.0,28,Ortiz PLC,26,Virtual Store Pro
2024-04-10,2,lavadora 8kg,3,1350.0,27,Phelps PLC,9,Tienda Online Plus
2024-04-02,21,"Televisor OLED 55"" Smart TV",1,619.15,26,Willis Ltd,10,ElectroShop California
2024-03-13,15,Secadora de Ropa 8kg,2,753.34,22,Crosby-Robinson,30,ElectroShop Online Plus
2024-03-29,15,Secadora de Ropa 8kg,1,376.67,6,Stark Industries,29,Outlet Seattle
2024-03-25,2,lavadora 8kg,2,900.0,23,"Perkins, Mayo and Richards",7,Tienda Express
2024-04-29,5,aspiradora sin bolsa,2,500.0,15,razon social no informada,2,Tienda Central
2024-03-03,2,lavadora 8kg,4,1800.0,28,Ortiz PLC,8,ElectroShop Este
2024-04-08,5,aspiradora sin bolsa,2,500.0,5,Weyland-Yutani,3,Outlet Norte
2024-04-24,5,aspiradora sin bolsa,4,1000.0,16,Baker-Johnson,24,ElectroShop Online Plus
2024-04-12,29,Lavadora 15kg Carga Superior,3,3000.0,29,Jones-Carter,8,ElectroShop Este
2024-04-11,1,"televisor led 55""",2,1000.0,15,razon social no informada,3,Outlet Norte
2024-04-16,26,Smartphone 128GB 5G,2,1135.92,3,Initech,16,Online Electronics
2024-03-31,21,"Televisor OLED 55"" Smart TV",1,619.15,16,Baker-Johnson,1,ElectroShop Online
2024-04-26,15,Secadora de Ropa 8kg,1,376.67,30,Pearson-Grant,9,Tienda Online Plus
2024-03-01,25,Auriculares con Cancelación de Ruido,2,786.28,9,Pied Piper,25,Online Electronics
2024-04-14,9,"tablet 10""",1,400.0,1,ACME Corp,20,TechStore Columbus
2024-04-23,3,refrigerador doble puerta,1,750.0,6,Stark Industries,16,Online Electronics
2024-03-18,23,Cámara Digital 20MP,5,1281.1,26,Willis Ltd,2,Tienda Central
2024-03-28,6,licuadora 600w,2,140.0,5,Weyland-Yutani,9,Tienda Online Plus
2024-04-30,10,smartwatch,3,450.0,27,Phelps PLC,7,Tienda Express
2024-03-17,25,Auriculares con Cancelación de Ruido,1,393.14,2,Globex Corporation,5,Tienda Premium
2024-03-19,9,"tablet 10""",1,400.0,5,Weyland-Yutani,26,Virtual Store Pro
2024-03-05,30,"Monitor 24"" Full HD",2,1460.86,7,Wayne Enterprises,30,ElectroShop Online Plus
2024-03-18,25,Auriculares con Cancelación de Ruido,1,393.14,5,Weyland-Yutani,19,Tienda Boston Center
2024-04-19,9,"tablet 10""",1,400.0,2,Globex Corporation,3,Outlet Norte
2024-03-02,8,"computadora portátil 15""",4,2600.0,8,Dunder Mifflin,17,Electronics Austin
2024-03-08,7,home theater 5.1,2,400.0,25,Scott-Johnson,4,ElectroShop Sur
2024-04-22,30,"Monitor 24"" Full HD",2,1460.86,25,Scott-Johnson,2,Tienda Central
2024-04-07,29,Lavadora 15kg Carga Superior,3,3000.0,21,Clark-Rodriguez,19,Tienda Boston Center
2024-04-19,15,Secadora de Ropa 8kg,4,1506.68,29,Jones-Carter,27,Outlet Miami
2024-03-16,5,aspiradora sin bolsa,1,250.0,2,Globex Corporation,26,Virtual Store Pro
2024-04-19,3,refrigerador doble puerta,2,1500.0,23,"Perkins, Mayo and Richards",13,ElectroShop Norte
2024-03-18,24,Auriculares Inalámbricos Bluetooth,4,1849.96,27,Phelps PLC,22,Electronics San Francisco
2024-03-27,3,refrigerador doble puerta,4,3000.0,16,Baker-Johnson,16,Online Electronics
2024-03-19,3,refrigerador doble puerta,1,750.0,27,Phelps PLC,1,ElectroShop Online
2024-03-10,11,phone,2,300.0,3,Initech,6,ElectroShop Oeste
2024-04-28,10,smartwatch,5,750.0,28,Ortiz PLC,29,Outlet Seattle
2024-04-14,17,Smartphone Plegable 512GB,1,179.3,2,Globex Corporation,19,Tienda Boston Center
2024-04-23,25,Auriculares con Cancelación de Ruido,4,1572.56,25,Scott-Johnson,3,Outlet Norte
2024-04-03,21,"Televisor OLED 55"" Smart TV",1,619.15,6,Stark Industries,30,ElectroShop Online Plus
2024-04-12,16,Amplificador de Audio,1,294.11,14,Biohazard Inc,11,Tienda Norte
2024-03-08,14,refrigerador simple puerta,1,400.0,26,Willis Ltd,23,Virtual Store Pro
2024-03-12,6,licuadora 600w,2,140.0,6,Stark Industries,20,TechStore Columbus
2024-03-10,28,Micrófono USB para Streaming,3,910.98,4,Umbrella Corp,12,Outlet Sur
2024-03-02,1,"televisor led 55""",1,500.0,1,ACME Corp,8,ElectroShop Este
2024-04-08,19,Soundbar 2.1 Canales,1,536.44,30,Pearson-Grant,6,ElectroShop Oeste
2024-04-26,6,licuadora 600w,2,140.0,28,Ortiz PLC,11,Tienda Norte
2024-04-23,10,smartwatch,2,300.0,23,"Perkins, Mayo and Richards",27,Outlet Miami
2024-03-18,16,Amplificador de Audio,2,588.22,4,Umbrella Corp,4,ElectroShop Sur
2024-03-14,5,aspiradora sin bolsa,1,250.0,1,ACME Corp,28,Outlet Philadelphia
2024-03-25,15,Secadora de Ropa 8kg,2,753.34,28,Ortiz PLC,12,Outlet Sur
2024-04-01,5,aspiradora sin bolsa,1,250.0,5,Weyland-Yutani,17,Electronics Austin
2024-04-16,6,licuadora 600w,1,70.0,22,Crosby-Robinson,30,ElectroShop Online Plus
2024-03-27,6,licuadora 600w,1,70.0,24,Horton Inc,5,Tienda Premium
2024-03-13,22,Consola de Videojuegos,1,455.51,19,Clark LLC,15,ElectroShop Phoenix
2024-04-28,28,Micrófono USB para Streaming,3,910.98,28,Ortiz PLC,2,Tienda Central
2024-04-21,6,licuadora 600w,1,70.0,27,Phelps PLC,5,Tienda Premium
2024-03-17,11,phone,1,150.0,10,Hooli,11,Tienda Norte
2024-03-08,3,refrigerador doble puerta,1,750.0,20,Armstrong-Rice,25,Online Electronics
2024-04-08,26,Smartphone 128GB 5G,1,567.96,18,Thompson-Payne,17,Electronics Austin
2024-04-30,21,"Televisor OLED 55"" Smart TV",2,1238.3,7,Wayne Enterprises,25,Online Electronics
2024-04-21,16,Amplificador de Audio,1,294.11,17,Williams Ltd,13,ElectroShop Norte
2024-04-22,2,lavadora 8kg,2,900.0,25,Scott-Johnson,5,Tienda Premium
2024-03-25,11,phone,1,150.0,5,Weyland-Yutani,9,Tienda Online Plus
2024-04-13,1,"televisor led 55""",2,1000.0,22,Crosby-Robinson,12,Outlet Sur
2024-04-29,2,lavadora 8kg,1,450.0,25,Scott-Johnson,23,Virtual Store Pro
2024-03-29,17,Smartphone Plegable 512GB,1,179.3,27,Phelps PLC,22,Electronics San Francisco
2024-04-03,10,smartwatch,2,300.0,21,Clark-Rodriguez,29,Outlet Seattle
2024-03-29,3,refrigerador doble puerta,2,1500.0,9,Pied Piper,22,Electronics San Francisco
2024-03-05,25,Auriculares con Cancelación de Ruido,1,393.14,2,Globex Corporation,14,sin descripcion
2024-04-15,28,Micrófono USB para Streaming,1,303.66,26,Willis Ltd,9,Tienda Online Plus
2024-04-15,5,aspiradora sin bolsa,3,750.0,21,Clark-Rodriguez,28,Outlet Philadelphia
2024-04-23,23,Cámara Digital 20MP,1,256.22,3,Initech,21,Online Electronics
2024-03-19,18,Smartphone Plegable 512GB,2,546.34,4,Umbrella Corp,1,ElectroShop Online
2024-04-12,6,licuadora 600w,5,350.0,20,Armstrong-Rice,24,ElectroShop Online Plus
2024-04-09,21,"Televisor OLED 55"" Smart TV",4,2476.6,16,Baker-Johnson,21,Online Electronics
2024-04-28,19,Soundbar 2.1 Canales,4,2145.76,3,Initech,11,Tienda Norte
2024-04-25,10,smartwatch,1,150.0,22,Crosby-Robinson,17,Electronics Austin
2024-03-26,5,aspiradora sin bolsa,1,250.0,26,Willis Ltd,10,ElectroShop California
2024-03-25,2,lavadora 8kg,1,450.0,19,Clark LLC,17,Electronics Austin
2024-04-14,24,Auriculares Inalámbricos Bluetooth,1,462.49,15,razon social no informada,9,Tienda Online Plus
2024-03-02,13,lavadora 10kg,2,1300.0,1,ACME Corp,24,ElectroShop Online Plus
2024-03-05,17,Smartphone Plegable 512GB,3,537.9,3,Initech,21,Online Electronics
2024-04-04,5,aspiradora sin bolsa,2,500.0,1,ACME Corp,13,ElectroShop Norte
2024-04-10,7,home theater 5.1,1,200.0,23,"Perkins, Mayo and Richards",13,ElectroShop Norte
2024-03-09,3,refrigerador doble puerta,1,750.0,29,Jones-Carter,17,Electronics Austin
2024-03-27,26,Smartphone 128GB 5G,2,1135.92,6,Stark Industries,9,Tienda Online Plus
2024-04-03,29,Lavadora 15kg Carga Superior,1,1000.0,17,Williams Ltd,18,Outlet Grand Rapids
2024-03-31,20,"Televisor LED 43"" 4K UHD",2,1000.42,28,Ortiz PLC,29,Outlet Seattle
2024-03-28,30,"Monitor 24"" Full HD",1,730.43,26,Willis Ltd,27,Outlet Miami
2024-04-27,21,"Televisor OLED 55"" Smart TV",5,3095.75,14,Biohazard Inc,30,ElectroShop Online Plus
2024-03-15,10,smartwatch,4,600.0,6,Stark Industries,16,Online Electronics
2024-04-24,30,"Monitor 24"" Full HD",4,2921.72,4,Umbrella Corp,21,Online Electronics
2024-04-04,21,"Televisor OLED 55"" Smart TV",2,1238.3,7,Wayne Enterprises,24,ElectroShop Online Plus
2024-04-25,3,refrigerador doble puerta,1,750.0,23,"Perkins, Mayo and Richards",30,ElectroShop Online Plus
2024-03-14,6,licuadora 600w,5,350.0,20,Armstrong-Rice,1,ElectroShop Online
2024-04-03,29,Lavadora 15kg Carga Superior,4,4000.0,7,Wayne Enterprises,27,Outlet Miami
2024-03-15,4,microondas 20l,2,200.0,30,Pearson-Grant,8,ElectroShop Este
2024-03-16,3,refrigerador doble puerta,1,750.0,30,Pearson-Grant,22,Electronics San Francisco
2024-03-31,11,phone,2,300.0,2,Globex Corporation,16,Online Electronics
2024-03-03,16,Amplificador de Audio,4,1176.44,22,Crosby-Robinson,7,Tienda Express
2024-03-11,18,Smartphone Plegable 512GB,2,546.34,24,Horton Inc,2,Tienda Central
2024-03-09,15,Secadora de Ropa 8kg,1,376.67,10,Hooli,21,Online Electronics
2024-03-02,22,Consola de Videojuegos,4,1822.04,1,ACME Corp,12,Outlet Sur
2024-03-05,19,Soundbar 2.1 Canales,1,536.44,10,Hooli,27,Outlet Miami
2024-03-26,1,"televisor led 55""",2,1000.0,29,Jones-Carter,18,Outlet Grand Rapids
2024-04-29,18,Smartphone Plegable 512GB,1,273.17,25,Scott-Johnson,2,Tienda Central
2024-03-31,19,Soundbar 2.1 Canales,2,1072.88,14,Biohazard Inc,14,sin descripcion
2024-04-02,14,refrigerador simple puerta,5,2000.0,18,Thompson-Payne,9,Tienda Online Plus
2024-04-29,9,"tablet 10""",1,400.0,3,Initech,16,Online Electronics
2024-03-06,16,Amplificador de Audio,2,588.22,28,Ortiz PLC,12,Outlet Sur
2024-04-29,7,home theater 5.1,1,200.0,23,"Perkins, Mayo and Richards",25,Online Electronics
2024-04-27,9,"tablet 10""",4,1600.0,5,Weyland-Yutani,12,Outlet Sur
2024-04-20,6,licuadora 600w,3,210.0,24,Horton Inc,24,ElectroShop Online Plus
2024-03-11,23,Cámara Digital 20MP,4,1024.88,28,Ortiz PLC,23,Virtual Store Pro
2024-03-01,24,Auriculares Inalámbricos Bluetooth,2,924.98,23,"Perkins, Mayo and Richards",5,Tienda Premium
2024-03-20,20,"Televisor LED 43"" 4K UHD",1,500.21,19,Clark LLC,26,Virtual Store Pro
2024-03-21,19,Soundbar 2.1 Canales,2,1072.88,5,Weyland-Yutani,28,Outlet Philadelphia
2024-04-03,27,"Monitor 24"" Full HD",2,725.26,24,Horton Inc,24,ElectroShop Online Plus
2024-04-02,27,"Monitor 24"" Full HD",2,725.26,14,Biohazard Inc,7,Tienda Express
2024-03-09,4,microondas 20l,2,200.0,27,Phelps PLC,27,Outlet Miami
